Y_1,Y_2,Y_3,Y_4
0.701425348578015,0.367431144816716,0.262377468538022,0.00756157155231185
0.12111905470977,-0.735834088572874,-0.289852696242302,-0.0208113225532915
0.859217733513326,0.445449079313532,0.994006543213295,0.754097446770088
0.393334401110455,-0.779293038715303,-0.551657002033746,-0.293716374122089
0.16558193035168,-0.765014295696334,0.30490214593723,-0.101112886856503
0.630794422954842,0.281435845931851,0.209981283816519,0.927060573686854
0.758027809194356,-0.342371570486395,-0.22550913703373,-0.915404404170914
0.977823232159178,0.307624045191547,-0.715625681418992,0.945916668281269
-0.99895524928611,0.498262926207038,-0.949730028579594,-0.621586313755248
0.730877182026049,0.166371462909752,-0.157775492469517,0.33424060008015
0.225132938967997,0.480064655975555,-0.631799421144978,0.172879229357836
0.979900411417662,-0.530346170504191,0.451550534938906,0.350224832810231
0.0553601386768847,0.469915083392104,-0.259274626969604,-0.277955901610678
-0.0409532295795625,0.941197050173229,0.683120174936412,0.240556854142171
0.602695211043905,0.733860583503832,0.468459382386626,0.62230177020057
-0.544314128587916,-0.827530940273007,0.142051745648758,-0.961485045171717
-0.00381141760722059,-0.267126767361602,-0.646289884749395,-0.8322529834342
0.80170497706401,-0.261602391339964,0.914768045191447,0.949603334369781
0.149322438260375,0.370056945323219,-0.46935592761416,0.302699064830707
0.690356370108073,0.195883270767778,0.849161790479202,-0.537524367671296
0.477280583990804,0.578727887283811,-0.552459190605918,-0.19301771375082
0.171974071652952,-0.264694163124246,-0.25287238471471,-0.755958963495741
-0.50653094802805,-0.587944280989611,-0.824999300846829,-0.463122357205434
0.332832434638936,-0.826666905208935,0.28023309649343,-0.484307659774791
-0.833034372794755,0.543867834198215,-0.638766224493783,-0.336669522514741
0.251919570343166,-0.58865095707048,-0.909897785052852,-0.695531974274107
0.321889115894685,-0.223456737904397,0.446346958366191,-0.303984680567773
0.459503710634442,0.103557063914455,-0.30512470883642,-0.756683091384548
0.781504232650645,-0.5420934959538,0.321233649005808,0.76830611549932
0.964606445767213,0.283881240798375,-0.232262797856057,-0.811443219871708
0.538058170671792,-0.0310392552036391,0.254693004886934,0.860081252214978
0.162892975750796,-0.696308949767467,-0.956700370739387,-0.201960061930889
0.856626124628376,0.563863933176004,0.821139977046057,-0.905197075941699
0.160180731516883,-0.798787355275157,0.601117312557622,-0.31525299367852
